"https://www.piluli.ru/product/Shpric_inekcionnyjj_odnorazovyjj";"Шприц инъекционный одноразовый инструкция по применению";"49";"";"rur";"";"0";"";"1511370175";"49"
"https://apteka.ru/catalog/shpric-5ml-3-h-komp-n10-importsfmindup_131471/";"Шприц 5мл 3 х комп n10 импорт sfm инд уп цена 98 руб купить в";"98";"";"rur";"";"0";"";"1511370176";"98"
"https://amt.allergist.ru/medtovar/shpric_odnorazovqqii_5_ml..html";"Шприц одноразовый 5 мл цена заказ доставка отзывы Купить";"376";"";"rur";"";"0";"";"1511370177";"376"
"https://my.prom.ua/remote/context_ads/click_ad_v2?product_id=494934980&locale=ru&variant=&campaign_id=195840&source=prom%3Asearch%3Atag&token=iP4EwDui7KjZM9_bVagWRVowthuFu4vd10r_uxeiMR3TT0d28wMSlsDef90l4aR0VK4YyGT3NgOkJGH1bAIDkj4&prices_param=all";"Шприцы инсулиновые BD Micro-Fine+ 0,5мл 8мм";"445";"";"rur";"";"0";"";"1511370178";"445"
"https://my.prom.ua/remote/context_ads/click_ad_v2?product_id=452638572&locale=ru&variant=&campaign_id=48647&source=prom%3Asearch%3Atag&token=mGkeXQ1mrdhoFmWSQAHkjH5Q3T3VR1EYv5M70XDpX47VAPJO6FosUFaFtKKJ7NrrEJIsrEgV4CHCJ6k44zlfIrs&prices_param=all";"Шприцы инсулиновые BD Micro-Fine+ 0,5мл 8мм";"450";"";"rur";"";"0";"";"1511370179";"450"
"https://zhitomir.prom.ua/p488378352-shprits-5ml-komp_all.html";"Шприц 5мл 3-комп. MP MedPlast (Set) 22G*1/2, 0,7*38мм";"1,77";"";"rur";"";"0";"";"1511370180";"1,77"
"https://kiev.prom.ua/p272660494-shprits-5ml-igla_all.html";"Шприц 5мл, игла 0,7*38мм";"1,14";"";"rur";"";"0";"";"1511370181";"1,14"
"https://kiev.prom.ua/p147571009-kpt8-shprits-5ml_all.html";"КПТ8, шприц 5мл";"17,49";"";"rur";"";"0";"";"1511370182";"17,49"
"https://kharkov.prom.ua/p256697148-shprits-odnorazovyj-5ml_all.html";"Шприц одноразовый 5мл диск. с игл.0.7х40мм 22G";"2,46";"";"rur";"";"0";"";"1511370183";"2,46"
"https://kiev.prom.ua/p1625007-shprits-5ml-igloj_all.html";"Шприц 5мл с иглой 0,7х30 [22G x 1 1/4""]";"1,35";"";"rur";"";"0";"";"1511370184";"1,35"
"https://vinnica.prom.ua/p427838442-endodonticheskij-shprits-5ml_all.html";"Эндодонтический шприц 5мл - для ирригации каналов";"15";"";"rur";"";"0";"";"1511370202";"15"
"https://kharkov.prom.ua/p256697044-shprits-odnorazovyj-5ml_all.html";"Шприц одноразовый 5мл диск. с игл.0.7х40мм 22G";"2,46";"";"rur";"";"0";"";"1511370203";"2,46"
"https://kharkov.prom.ua/p555938567-shprits-veterinarnyj-25ml_all.html";"Шприц ветеринарный 2,5мл";"113";"";"rur";"";"0";"";"1511370204";"113"
"https://kharkov.prom.ua/p256698960-shprits-odnorazovyj-5ml_all.html";"Шприц одноразовый 5мл диск. с игл.0.7х40мм 22G";"2,46";"";"rur";"";"0";"";"1511370205";"2,46"
"https://kiev.prom.ua/p603192138-bbraun-omnifix-shprits_all.html";"B.Braun Omnifix Шприц (3-комп.) 5мл, без иглы, Luer Lock 100 шт.";"1600";"";"rur";"";"0";"";"1511370206";"1600"
"https://kharkov.prom.ua/p555938741-tsilindr-zapasnoj-shpritsev_all.html";"Цилиндр запасной д/ шприцев 5мл (стекл)";"95";"";"rur";"";"0";"";"1511370207";"95"
"https://prom.ua/Shprits-5-ml.html";"Шприц 5 мл в Украине Сравнить цены и поставщиков";"60";"";"rur";"";"0";"";"1511370208";"60"
"https://biosfera.kz/product/product?product_id=4075";"Шприц 5 мл купить цена и отзывы инструкция по применению";"15";"";"rur";"";"0";"";"1511370209";"15"
"https://my.tiu.ru/remote/context_ads/click_ad_v2?product_id=287195334&locale=None&variant=&campaign_id=58027&source=prom%3Asearch%3Atag&token=X_4JqebQK0OPcDmCUmZaHQZmzdcF6hxyzzA-jVHqBdCF4UoUM08IR0p-Useae_vK8xNY9f_Qim7dgXfnolzzjl4&prices_param=all";"Шприц KD,3-х компон.,одн. 5мл 22G";"3,4";"";"rur";"";"0";"";"1511370238";"3,4"
"https://my.tiu.ru/remote/context_ads/click_ad_v2?product_id=194326885&locale=None&variant=&campaign_id=26105&source=prom%3Asearch%3Atag&token=gbwyn0MyK9p5IfjscuDQmSiz2rRKycUHi0PfAyp9D94yYDL8XjsHAiMsrxadWJzU4LXAj8eg29gCWtwpHSQzpzA&prices_param=all";"Шприц инъекционный однократного применения 3-х компонентный 5мл с иглой 0,7*40мм (22Gх1 1/2)";"2,3";"";"rur";"";"0";"";"1511370239";"2,3"
"https://moskva.tiu.ru/p169909487-vetspektrum-shprits-shru_all.html";"Ветспектрум Шприц ШРУ-5 5мл";"166";"";"rur";"";"0";"";"1511370240";"166"
"https://ekb.tiu.ru/p319228865-shprits-odnorazovyj-ster_all.html";"Шприц одноразовый стер. 5мл с автоэвакуирующейся иглой 22G 0,7х40 (комплект из 10 шт.)";"520";"";"rur";"";"0";"";"1511370241";"520"
"https://moskva.tiu.ru/p183690216-bbraun-omnifix-shprits_all.html";"B.Braun Omnifix Шприц (3-комп.) 5мл, без иглы, Luer Lock 100 шт.";"3500";"";"rur";"";"0";"";"1511370242";"3500"
"https://moskva.tiu.ru/p183690572-bbraun-omnifix-shprits_all.html";"B.Braun Omnifix Шприц (3-комп.) 5мл, игла 21G (0,8x40) 100 шт.";"1700";"";"rur";"";"0";"";"1511370243";"1700"
"https://moskva.tiu.ru/p183691184-bbraun-omnifix-shprits_all.html";"B.Braun Omnifix Шприц (3-комп.) 5мл, игла 22G (0,7x30) 100 шт.";"1700";"";"rur";"";"0";"";"1511370244";"1700"
"https://saratov.tiu.ru/p152325859-shpritsy-sterilnye-5ml_all.html";"Шприцы стерильные 5мл 3комп.Luer Lock VM VOGT MEDICAL";"4,5";"";"rur";"";"0";"";"1511370245";"4,5"
"https://moskva.tiu.ru/p184022097-plastipak-shprits-komp_all.html";"BD Plastipak Шприц (3-комп.) 5мл без иглы, Luer Lock 125 шт.";"3700";"";"rur";"";"0";"";"1511370246";"3700"
"https://saratov.tiu.ru/p152350179-shpritsy-5ml-komp_all.html";"Шприцы 5мл 3 комп. стерильные VM VOGT MEDICAL";"4,5";"";"rur";"";"0";"";"1511370247";"4,5"
"https://ekb.tiu.ru/p305020633-shprits-vogt-medical_all.html";"Шприц Vogt Medical 5мл c приложенной иглой 22G 1/2 (0.7*40мм) (комплект из 200 шт.)";"1600";"";"rur";"";"0";"";"1511370306";"1600"
"https://krasnoyarsk.tiu.ru/p292326339-shprits-alfatory-5ml_all.html";"Шприц Alfatory 5мл. ЛУЕР ЛОК latex-free приложенной иглой 22G 1 1\2 (0,7Х40 мм) удл. шкала до 6";"520";"";"rur";"";"0";"";"1511370307";"520"
"https://moskva.tiu.ru/Shprits-5-ml.html";"b class needsclick Шприц b b class needsclick 5 b b class needsclick мл b в b class needsclick Москве b Сравнить b class needsclick цены b и поставщиков";"12";"";"rur";"";"0";"";"1511370308";"12"
"http://alerdmed.ru/shpricy-i-igly/1038-shpric-odnorazovyj-50-ml.html";"b class needsclick Шприц b одноразовый b class needsclick 5 b 0 b class needsclick мл b";"2,1";"";"rur";"";"0";"";"1511370309";"2,1"
"https://003ms.ru/catalog/medicinskie-izdeliya/izdeliya-medicinskogo-naznacheniya/shpric-odnorazovyj";"b class needsclick Шприц b одноразовый b class needsclick цена b в b class needsclick Москве b от 2 руб купить";"2";"";"rur";"";"0";"";"1511370310";"2"
